"","Urban.rural","Market","Download.speed..Mbit.s..24.hrs","Upload.speed..Mbit.s.24.hour","DNS.resolution..ms.24.hour","Latency..ms.24.hour","Web.page..ms.24.hour"
"1361","Urban",2,52.8489,18.495,13.59,13.671,225.541
"1362","Urban",3,62.0656,18.283,11.03,10.943,172.993
"1363","Urban",3,3.1623,0.687,44.562,39.429,1679.074
"1364","Urban",3,44.6579,6.587,25.684,25.544,361.048
"1365","Urban",3,60.3753,17.03,11.114,10.971,186.247
"1366","Urban",3,49.8315,14.644,25.333,25.167,309.583
"1367","Urban",3,33.1078,8.779,19.993,13.324,383.323
"1368","Urban",3,22.7709,3.066,14.433,17.578,393.485
"1369","Urban",3,25.0466,1.974,11.424,8.928,306.985
"1370","Urban",3,133.1062,10.851,15.161,10.243,192.416
"1371","Rural",2,36.6252,8.699,21.189,13.226,208.561
"1372","Urban",3,32.4143,4.726,25.662,25.107,337.174
"1373","Urban",3,37.2377,1.712,14.966,18.2,238.586
"1374","Urban",3,36.8217,1.861,24.293,23.896,309.203
"1375","Rural",1,0.4513,0.266,27.397,24.295,7585.543
"1376","Urban",3,11.1024,1.082,16.361,11.46,751.112
"1377","Urban",3,60.6176,16.706,16.607,16.523,215.054
"1378","Urban",3,53.2364,17.183,9.743,9.533,161.964
"1379","Urban",2,57.357,18.546,18.73,18.425,245.149
"1380","Urban",3,47.5151,11.512,8.026,7.977,166.371
"1381","Urban",1,11.2923,0.734,NA,31.354,NA
"1382","Urban",3,70.9209,18.593,6.729,6.835,209.025
"1383","Urban",3,153.3591,12.729,14.093,10.724,202.998
"1384","Urban",3,15.0387,0.965,23.944,23.563,373.314
"1385","Rural",1,1.7222,0.395,48.276,44.106,2320.894
"1386","Urban",3,37.1463,1.85,18.627,10.685,194.092
"1387","Urban",3,70.5628,18.576,19.609,18.43,226.077
"1388","Urban",3,5.6888,0.843,31.122,21.663,723.738
"1389","Urban",3,73.9054,16.943,13.765,12.862,174.805
"1390","Rural",2,13.8677,2.087,30.994,30.727,449.377
"1391","Urban",3,32.36,9.648,NA,12.337,NA
"1392","Urban",3,73.1552,18.579,11.223,9.759,179.539
"1393","Urban",3,2.8476,0.386,28.93,27.681,1529.287
"1394","Urban",1,16.3971,0.559,27.353,25.856,510.166
"1395","Urban",3,40.0249,10.171,11.001,11.093,205.323
"1396","Urban",3,4.1739,0.704,33.123,37.356,1119.791
"1397","Urban",3,16.6999,0.852,19.855,22.65,556.833
"1398","Urban",3,26.3235,12.162,20.255,19.957,254.563
"1399","Urban",3,197.8486,21.337,6.203,3.432,422.577
"1400","Urban",3,54.1144,3.048,11.945,12.549,211.225
"1401","Urban",3,13.1431,0.87,39.005,30.853,718.688
"1402","Urban",3,37.0761,9.774,12.304,9.526,247.318
"1403","Urban",3,14.8732,1.018,13.949,12.78,324.108
"1404","Urban",3,73.4564,17.287,17.835,18.255,226.289
"1405","Urban",3,37.3012,10.03,14.53,13.572,213.279
"1406","Urban",3,9.1254,0.662,42.038,40.68,889.579
"1407","Urban",3,45.2653,16.308,17.66,17.905,225.501
"1408","Urban",3,101.4612,5.884,23.445,18.542,251.284
"1409","Urban",3,99.4893,6.427,14.452,20.979,286.274
"1410","Urban",3,46.6982,10.522,35.967,34.409,374.709
"1411","Urban",3,49.3745,6.054,15.044,17.228,300.577
"1412","Urban",3,31.9114,9.806,15.989,14.529,NA
"1413","Urban",3,94.2946,11.586,17.436,13.98,201.822
"1414","Urban",3,136.2671,12.791,16.749,18.936,282.039
"1415","Urban",2,4.7592,1.233,NA,17.811,NA
"1416","Urban",2,103.4321,6.097,15.166,14.138,204.31
"1417","Urban",3,64.5182,19.519,19.843,15.463,219.004
"1418","Urban",3,51.1966,2.768,17.236,13.697,251.794
"1419","Urban",3,70.3324,19.381,8.385,8.864,212.557
"1420","Urban",3,108.7175,11.695,13.582,15.751,237.417
"1421","Urban",3,68.288,16.422,26.575,25.266,302.27
"1422","Urban",3,89.664,6.055,16.702,18.147,251.321
"1423","Urban",3,143.5066,12,13.294,12.733,196.761
"1424","Urban",3,96.0577,6.052,13.702,8.931,216.394
"1425","Urban",3,61.2035,2.891,18.904,17.953,241.094
"1426","Urban",3,51.5292,17.269,23.728,22.47,315.117
"1427","Urban",3,64.7856,14.046,17.146,17.458,238.784
"1428","Urban",2,19.3273,0.887,29.534,19.968,471.112
"1429","Urban",3,53.9107,3.135,13.574,14.738,240.885
"1430","Urban",3,32.0604,9.267,21.376,14.92,159.381
"1431","Urban",3,7.1198,0.587,NA,30.083,NA
"1432","Urban",2,18.6855,4.175,31.608,21.261,768.972
"1433","Urban",3,56.0824,19.148,24.23,22.993,274.433
"1434","Urban",1,6.6641,0.701,21.919,21.701,639.252
"1435","Urban",3,35.2818,5.916,29.759,28.896,325.013
"1436","Urban",3,64.8555,17.154,14.612,12.96,188.755
"1437","Urban",4,16.2949,0.741,27.718,27.002,497.031
"1438","Urban",3,150.1768,11.983,14.997,9.68,253.312
"1439","Urban",3,73.9524,17.847,18.539,11.154,328.583
"1440","Rural",3,20.5616,5.937,35.184,28.088,610.875
"1441","Urban",3,72.8572,17.72,NA,9.513,NA
"1442","Urban",3,73.3532,18.565,9.017,7.935,155.507
"1443","Urban",3,37.3229,10.022,19.322,12.38,239.429
"1444","Urban",3,37.2649,9.15,16.63,13.78,214.14
"1445","Rural",1,31.7333,8.904,NA,17.024,NA
"1446","Urban",3,33.387,8.743,23.308,14.534,501.469
"1447","Urban",3,32.6991,7.852,17.474,10.48,NA
"1448","Urban",2,32.5491,9.262,NA,9.494,NA
"1449","Urban",0,31.8951,7.654,29.188,21.35,410.433
"1450","Rural",1,3.9017,0.396,34.493,32.285,1137.618
"1451","Urban",3,32.9178,9.273,21.151,14.644,385.129
"1452","Urban",3,33.2313,9.383,16.658,12.4,NA
"1453","Urban",3,63.8665,17.725,19.79,13.37,342.107
"1454","Urban",3,50.1548,14.208,NA,21.281,NA
"1455","Urban",3,72.3124,16.716,22.171,15.462,479.257
"1456","Urban",0,27.5798,9.302,11.406,7.147,NA
"1457","Urban",3,32.0676,8.77,22.639,14.711,564.408
"1458","Urban",3,64.0628,17.545,16.002,9.544,480.147
"1459","Urban",3,70.3103,17.737,21.309,14.228,516.451
"1460","Rural",3,22.779,6.925,47.118,38.943,533.712
"1461","Urban",3,32.2814,9.288,21.201,14.585,506.024
"1462","Rural",2,32.6115,9.277,NA,10.317,NA
"1463","Urban",3,33.5852,9.293,17.102,10.959,343.631
"1464","Rural",3,28.9432,5.982,19.812,12.379,494.059
"1465","Urban",2,32.157,9.283,21.958,14.288,507.502
"1466","Urban",3,33.3097,9.359,20.265,11.014,377.291
"1467","Urban",3,32.6525,8.77,21.206,14.189,552.494
"1468","Urban",2,25.1279,9.302,29.536,21.731,582.61
"1469","Urban",3,32.1536,9.299,NA,10.099,NA
"1470","Urban",3,29.301,9.333,23.908,18.792,NA
"1471","Urban",3,34.0154,9.274,NA,10.06,NA
"1472","Urban",3,37.3202,9.678,12.311,8.257,234.084
"1473","Urban",3,32.6352,9.275,18.039,11.465,373.775
"1474","Urban",3,32.6926,6.76,18.897,11.572,503.226
"1475","Urban",2,6.8016,0.848,35.703,26.276,761.812
"1476","Urban",3,33.4897,8.792,NA,16.581,NA
"1477","Urban",2,72.1198,17.772,NA,16.038,NA
"1478","Urban",2,8.3995,0.666,NA,20.948,NA
"1479","Urban",3,61.7912,13.954,NA,8.791,NA
"1480","Urban",3,33.9714,9.287,20.359,11.887,350.371
"1481","Urban",3,31.9168,9.294,NA,7.98,NA
"1482","Urban",3,68.2983,18.646,21.52,11.54,197.527
"1483","Urban",3,33.1896,9.267,17.254,8.897,368.571
"1484","Urban",3,43.3546,16.623,NA,19.63,NA
"1485","Urban",3,35.5265,5.251,27.216,20.243,473.305
"1486","Urban",3,32.334,8.703,11.408,10.495,NA
"1487","Urban",3,33.0204,9.274,20.968,12.328,451.568
"1488","Urban",3,32.8017,9.282,17.176,8.963,478.252
"1489","Urban",3,32.6192,8.707,10.069,7.977,NA
"1490","Urban",3,33.2505,6.575,NA,18.357,NA
"1491","Urban",3,24.5741,6.562,25.462,24.335,299.315
"1492","Urban",3,32.763,9.253,24.28,17.71,400.252
"1493","Urban",3,33.2324,9.281,18.863,11.481,375.945
"1494","Urban",3,65.7211,16.166,18.72,12.188,773.625
"1495","Urban",3,58.7444,17.803,30.178,22.451,548.267
"1496","Urban",3,32.7612,9.337,NA,10.721,NA
"1497","Urban",3,28.9201,7.725,19.637,13.508,380.664
"1498","Urban",3,71.3328,17.602,NA,10.71,NA
"1499","Urban",3,36.6931,9.668,11.446,8.057,266.506
"1500","Urban",3,19.8679,2.717,27.54,20.594,577.578
"1501","Urban",3,24.2104,8.438,29.748,21.114,549.863
"1502","Urban",3,70.9741,17.627,32.357,25.248,434.651
"1503","Urban",3,33.1231,8.045,18.206,12.037,490.399
"1504","Urban",3,32.5037,9.271,20.408,12.432,367.842
"1505","Urban",3,18.5682,5.559,NA,25.947,NA
"1506","Urban",3,55.7062,8.791,8.678,7.483,145.102
"1507","Urban",3,12.4974,1.311,NA,33.859,NA
"1508","Urban",3,29.3586,10.431,23.164,NA,435.977
"1509","Urban",3,19.9955,2.672,27.726,27.77,382.5
"1510","Urban",3,31.8197,9.313,NA,7.539,NA
"1511","Urban",3,31.763,6.965,30.207,22.045,418.276
"1512","Urban",3,34.1484,8.618,NA,11.29,NA
"1513","Urban",3,33.0601,8.797,19.402,17.113,NA
"1514","Urban",3,32.0398,9.283,16.099,14.711,NA
"1515","Rural",1,5.6548,0.381,46.244,46.047,960.564
"1516","Urban",3,18.6753,8.317,29.657,22.874,562.704
"1517","Urban",3,30.9087,7.403,31.227,24.293,409.688
"1518","Urban",3,15.3573,4.56,30.925,22.808,497.253
"1519","Urban",3,85.9357,11.873,12.724,14.11,212.462
"1520","Rural",3,13.2069,0.859,30.042,22.894,514.824
"1521","Urban",3,60.3887,18.524,23.533,22.998,304.671
"1522","Urban",3,68.7113,18.588,15.198,14.786,219.531
"1523","Urban",3,45.92,12.635,28.266,28.188,348.794
"1524","Rural",1,0.4095,0.358,34.417,31.293,8525.32
"1525","Urban",3,66.9024,18.597,11.853,10.807,159.727
"1526","Urban",3,29.827,5.774,21.498,21.062,278.98
"1527","Urban",3,73.7613,17.166,13.14,11.921,174.385
"1528","Urban",2,1.5993,0.54,44.063,33.265,2290.616
"1529","Urban",3,37.2227,9.249,12.576,12.284,226.932
"1530","Urban",3,37.3578,9.323,10.899,7.592,226.909
"1531","Urban",3,67.6791,18.488,22.185,19.409,247.688
"1532","Urban",3,56.8481,18.313,17.657,17.399,259.188
"1533","Urban",3,43.0647,10.022,22.102,21.56,255.336
"1534","Rural",2,44.7252,17.667,15.428,15.132,204.191
"1535","",2,58.8717,19.322,7.638,7.952,192.014
"1536","Urban",3,53.5159,17.006,22.661,22.257,285.639
"1537","Urban",3,69.4717,18.569,21.597,21.769,252.308
"1538","Rural",4,57.8642,8.759,12.136,11.294,191.805
"1539","Urban",3,60.0337,17.312,15.859,15.007,185.716
"1540","",0,55.7131,15.949,28.049,27.376,305.759
"1541","Urban",3,73.043,11.861,20.569,19.488,245.796
"1542","Urban",3,50.2929,14.132,13.619,12.078,202.016
"1543","Urban",3,188.5299,21.325,7.063,4.036,195.724
"1544","Urban",3,72.7691,18.474,17.032,15.821,211.568
"1545","Urban",3,88.821,10.405,NA,14.83,NA
"1546","Rural",3,54.948,8.561,17.145,16.625,207.414
"1547","Urban",3,60.5905,17.055,22.508,21.643,254.812
"1548","Urban",3,74.2117,17.141,12.748,11.813,159.258
"1549","Urban",3,33.3515,6.309,19.505,18.798,254.655
"1550","Urban",3,73.4971,17.691,14.711,13.804,190.203
"1551","Urban",3,30.0405,7.682,22.702,15.33,296.919
"1552","Urban",3,72.9802,18.572,8.411,7.722,172.551
"1553","Urban",3,65.2939,18.584,17.786,17.507,233.041
"1554","Urban",3,73.8456,16.638,15.836,14.653,182.214
"1555","Urban",2,36.5632,9.05,19.086,18.251,231.746
"1556","Urban",2,37.2871,9.317,9.927,9.142,307.26
"1557","Urban",3,37.3078,9.38,12.726,5.659,332.932
"1558","Urban",3,37.1825,10.047,20.284,16.292,214.803
"1559","Urban",3,38.968,16.046,NA,16.392,NA
"1560","Urban",3,65.3213,18.581,29.192,17.953,223.619
"1561","Urban",3,38.7149,6.808,28.119,19.277,263.336
"1562","Urban",3,32.7019,9.3,22.704,14.539,498.217
"1563","Urban",3,32.363,9.286,19.674,12.724,468.431
"1564","Urban",3,33.1619,8.701,22.966,15.494,494.344
"1565","Urban",3,101.348,4.849,11.384,8.358,154.309
"1566","Urban",3,25.6551,7.181,27.051,20.113,525.279
"1567","Urban",3,73.0578,17.804,17.167,11.76,360.609
"1568","Rural",3,15.5737,1.035,22.866,14.979,2225.082
"1569","Urban",3,33.1001,9.282,17.573,10.793,358.437
"1570","Urban",3,34.1461,9.275,NA,12.267,NA
"1571","Urban",3,71.4242,17.668,NA,13.033,NA
"1572","Urban",3,32.1929,9.289,NA,7.518,NA
"1573","Urban",2,31.2345,7.808,17.231,11.25,374.005
"1574","Urban",3,32.457,9.302,NA,10.453,NA
"1575","Urban",3,32.382,8.777,22.479,15.472,523.496
"1576","Urban",3,25.4072,9.588,22.576,12.665,518.417
"1577","Urban",3,19.9592,5.866,NA,25.599,NA
"1578","Urban",3,17.3948,7.796,NA,27.4,NA
"1579","Urban",3,71.6168,18.566,16.856,15.838,213.826
"1580","Urban",3,33.1023,8.767,21.607,13.321,498.447
"1581","Urban",3,33.2928,8.757,19.369,10.494,345.405
"1582","Urban",3,33.988,8.803,20.131,16.911,NA
"1583","Urban",3,32.8521,9.291,NA,12.924,NA
"1584","Urban",3,33.32,8.759,17.98,13.577,252.925
"1585","Rural",3,32.5416,8.55,19.51,12.291,490.104
"1586","Urban",3,33.074,9.291,16.077,8.71,474.355
"1587","Urban",3,33.0623,9.282,NA,12.357,NA
"1588","Urban",3,72.0429,18.581,12.832,12.364,199.479
"1589","Urban",3,70.6308,18.492,7.124,7.256,178.958
"1590","Urban",3,32.4661,9.625,NA,12.421,NA
"1591","Urban",2,13.1904,0.983,18.647,9.206,757.558
"1592","Urban",3,89.1917,11.92,13.783,10.323,195.972
"1593","Urban",3,122.1057,11.544,13.527,11.871,169.257
"1594","Urban",3,145.9725,11.262,19.684,15.213,250.621
"1595","Urban",4,116.4352,19.149,12.362,7.989,251.096
"1596","Urban",3,152.7271,12.028,12.161,NA,206.327
"1597","Urban",3,53.8236,3.059,15.765,16.933,262.543
"1598","Urban",3,36.8318,11.594,17.809,16.173,218.617
"1599","Urban",3,53.7469,15.556,18.64,17.028,230.266
"1600","Urban",3,21.2047,1.847,32.746,23.095,406.031
"1601","Rural",3,49.8848,16.354,10.486,9.992,179.929
"1602","Urban",3,34.7917,1.697,16.702,20.35,353.298
"1603","Urban",2,52.9946,3.164,14.667,21.507,347.468
"1604","Urban",3,123.5618,11.411,16.475,17.073,220.256
"1605","Urban",3,30.7748,1.974,17.884,14.525,250.451
"1606","Urban",3,69.1044,12.264,16.901,17.605,249.419
"1607","Urban",3,52.1429,3.071,17.534,18.298,264.489
"1608","Urban",3,30.9366,2.046,17.001,20.621,328.994
"1609","Rural",1,25.2773,0.736,25.036,16.225,445.166
"1610","Urban",3,35.9755,6.763,19.951,19.501,304.547
"1611","Urban",4,56.0013,8.963,12.102,7.792,308.054
"1612","Urban",3,28.5625,1.983,15.471,17.408,257.762
"1613","Urban",3,124.5625,11.184,11.359,8.131,143.881
"1614","Urban",2,32.9819,1.957,27.154,17.047,262.242
"1615","Urban",3,31.8797,1.697,NA,22.604,NA
"1616","Rural",1,26.485,10.028,37.559,39.522,437.123
"1617","",0,3.5958,0.736,NA,24.794,NA
"1618","Urban",3,35.0027,9.291,NA,9.077,NA
"1619","Urban",3,32.6606,8.513,19.125,9.483,484.262
"1620","Urban",2,33.4399,9.246,22.731,13.59,326.893
"1621","Urban",2,3.2883,0.419,32.989,31.519,1222.532
"1622","Urban",3,39.3034,9.603,22.689,21.554,283.825
"1623","Urban",3,53.8724,3.156,16.831,15.269,275.683
"1624","Urban",3,10.1007,1.07,28.557,25.403,901.45
"1625","Urban",3,59.6443,16.484,13.553,12.487,166.354
"1626","Urban",3,74.0062,18.587,6.732,5.308,298.793
"1627","Rural",3,3.7859,0.422,39.053,38.369,1121.96
"1628","Urban",2,6.6174,0.386,39.682,56.525,811.744
"1629","Urban",2,11.2515,0.842,15.479,16.059,452.846
"1630","Urban",3,67.3274,17.078,13.277,12.576,212.21
"1631","Urban",2,12.9947,1.014,13.601,12.107,767.973
"1632","Urban",3,37.2149,17.585,17.399,16.943,221.162
"1633","Urban",3,6.4153,0.718,29.086,18.064,642.109
"1634","Urban",1,12.4922,0.827,21.765,26.764,450.795
"1635","Urban",3,3.7099,0.96,23.987,18.64,NA
"1636","Rural",3,131.3321,11.269,11.578,12.765,190.666
"1637","Urban",3,100.1072,11.276,11.744,11.949,200.846
"1638","Urban",3,36.621,9.783,24.864,23.504,280.473
"1639","Urban",4,58.5541,9.284,9.986,7.81,214.062
"1640","Urban",2,18.7307,2.748,25.881,20.325,563.601
"1641","Urban",3,30.8121,9.271,20.545,13.342,382.661
"1642","Urban",3,33.3056,9.626,17.742,11.698,376.785
"1643","Urban",3,46.8323,2.911,22.049,15.983,403.972
"1644","Urban",3,73.8833,18.575,19.088,10.421,201.396
"1645","Urban",4,110.819,18.194,11.126,8.109,300.543
"1646","Urban",4,111.8464,19.123,11.684,7.788,306.84
"1647","Urban",4,112.1587,19.573,11.601,7.856,311.901
"1648","Urban",4,77.2706,18.312,12.04,8.136,299.119
"1649","Urban",4,105.0679,19.093,13.98,7.505,395.543
"1650","Rural",1,6.21,0.369,37.026,34.728,1281.823
"1651","Urban",3,37.2814,9.398,23.577,18.667,252.116
"1652","Urban",3,64.881,17.977,21.201,18.329,253.242
"1653","Urban",2,30.7177,9.588,30.032,24.297,NA
"1654","Urban",3,36.878,9.404,26.13,25.228,303.633
"1655","Urban",3,19.8187,2.529,17.892,16.973,326.774
"1656","Urban",4,12.0119,0.743,27.341,26.609,475.188
"1657","Urban",3,37.2631,6.529,19.533,17.822,265.525
"1658","Urban",2,36.5573,8.87,34.176,32.9,420.951
"1659","Urban",3,70.1038,17.056,16.146,6.739,146.917
"1660","Urban",3,63.557,17.089,8.489,7.119,181.22
"1661","Urban",3,74.018,18.814,18.089,17.275,226.054
"1662","Urban",3,36.7931,8.77,13.503,12.342,230.427
"1663","Urban",3,71.9555,17.12,14.625,13.985,212.534
"1664","Urban",3,73.7063,18.59,16.508,15.946,222.301
"1665","Urban",3,37.3114,9.69,13.692,12.843,198.635
"1666","Rural",3,37.0317,9.248,16.749,14.96,234.338
"1667","Urban",3,70.6699,17.089,18.818,17.813,212.895
"1668","Urban",3,144.2578,11.998,10.557,7.917,158.948
"1669","Urban",3,37.0805,9.769,18.187,16.552,223.045
"1670","Urban",2,15.7175,1.044,22.608,17.887,707.738
"1671","Urban",3,23.9338,9.313,17.387,13.633,320.058
"1672","Urban",2,41.0768,5.687,13.105,12.333,235.061
"1673","Urban",3,50.0064,14.387,25.602,15.905,261.658
"1674","Urban",2,9.5776,0.822,32.865,22.963,687.65
"1675","Rural",3,35.6795,1.905,14.108,15.283,283.394
"1676","Urban",2,16.5374,1.002,38.003,32.37,419.445
"1677","Urban",3,11.0721,0.825,38.088,31.791,756.736
"1678","Urban",3,74.2036,17.156,13.241,12.06,173.531
"1679","Urban",3,51.4083,3.247,13.787,10.234,219.383
"1680","Urban",3,55.7207,14.862,28.01,26.525,319.681
"1681","Urban",3,73.4018,16.993,14.955,13.483,202.201
"1682","Urban",3,11.621,0.657,24.115,28.463,600.73
"1683","Urban",3,37.3499,9.305,12.121,12.684,215.902
"1684","Urban",3,28.8194,8.304,22.271,14.928,254.374
"1685","Rural",1,49.2285,15.882,10.974,10.76,179.673
"1686","Urban",3,16.0837,0.808,35.306,21.502,674.196
"1687","Urban",3,152.4715,11.953,15.798,18.184,215.872
"1688","Urban",3,62.5098,17.238,22.366,14.774,223.38
"1689","Rural",2,20.5017,0.712,14.055,13.139,437.514
"1690","Urban",2,36.6559,9.272,11.95,10.553,178.379
"1691","Urban",3,124.3856,11.466,15.46,21.958,291.944
"1692","Urban",3,17.718,6.215,20.819,13.871,357.008
"1693","",3,73.4141,18.706,18.58,17.504,210.573
"1694","Urban",3,21.541,7.256,20.754,16.318,232.477
"1695","Urban",3,88.2576,12.002,17.715,18.925,283.595
"1696","Urban",3,1.9575,0.74,43.284,41.258,2135.503
"1697","Urban",3,36.9518,7.992,21.082,19.442,249.06
"1698","Urban",3,12.1714,0.772,22.411,22.723,589.79
"1699","Urban",3,152.3907,12.658,15.556,10.397,232.881
"1700","Urban",3,135.5221,12.743,13.709,10.807,213.384
"1701","Urban",3,19.0803,0.946,16.919,14.46,302.583
"1702","Urban",3,37.3203,9.299,12.206,10.809,295.228
"1703","Rural",1,0.7204,0.375,45.395,43.37,7956.98
"1704","Urban",3,55.8479,17.244,9.324,7.379,141.682
"1705","Urban",3,5.0595,0.67,32.026,29.588,1093.907
"1706","Rural",3,5.0082,0.792,27.737,19.426,1118.394
"1707","Urban",3,17.4823,0.899,21.459,18.742,487.771
"1708","Urban",3,50.0544,4.444,17.772,17.072,228.837
"1709","Urban",3,53.6356,17.276,15.482,15.339,232.394
"1710","Rural",1,6.4692,0.337,40.762,33.158,1346.016
"1711","Urban",3,37.0032,9.306,18.015,14.537,198.562
"1712","Urban",3,16.4514,1.029,24.383,16.977,536.272
"1713","Urban",3,59.5263,18.582,9.318,7.548,151.901
"1714","Rural",1,4.6045,0.386,30.948,30.233,2023.115
"1715","Rural",1,37.3742,9.282,9.909,8.499,159.507
"1716","Urban",3,36.8421,8.924,13.278,13.068,194.573
"1717","Urban",3,35.1717,6.715,21.614,19.93,294.192
"1718","Urban",3,37.7527,9.286,8.422,7.03,159.478
"1719","Urban",2,26.9082,8.979,32.867,24.558,1945.039
"1720","Urban",3,36.9866,10.045,14.792,11.276,267.321
"1721","Urban",1,12.1265,10.313,41.119,37.241,737.032
"1722","Urban",3,40.8113,8.596,21.315,18.56,245.785
"1723","Urban",3,1.6409,0.343,30.69,31.829,2324.907
"1724","Urban",3,37.0451,6.982,22.604,21.241,260.557
"1725","Urban",3,13.1172,0.988,20.533,18.484,457.301
"1726","Urban",3,13.4492,2.97,15.683,17.205,708.682
"1727","Urban",3,69.5666,17.107,21.918,21.017,248.357
"1728","Urban",3,47.6653,11.58,24.016,22.385,244.493
"1729","Urban",3,74.6059,11.134,23.579,21.23,246.613
"1730","Urban",3,123.2687,12.316,13.718,9.843,208.87
"1731","Urban",3,41.9695,2.549,20.195,17.247,351.715
"1732","Urban",3,73.3507,18.587,11.409,9.866,151.964
"1733","Urban",3,73.484,18.587,17.483,16.392,209.187
"1734","Urban",3,7.6187,0.937,16.574,15.819,562.44
"1735","Urban",3,70.043,17.515,12.965,13.221,195.61
"1736","Urban",3,60.0442,16.247,11.946,11.001,167.432
"1737","Urban",2,14.0968,1.074,30.915,28.58,429.495
"1738","Urban",3,32.3595,7.284,27.478,27.099,351.912
"1739","Rural",2,36.3744,9.323,19.623,19.114,233.284
"1740","Rural",1,0.8495,0.351,NA,41.024,NA
"1741","Rural",1,6.4324,0.35,34.472,33.464,851.424
"1742","Rural",2,1.4383,0.526,50.763,40.959,2576.135
"1743","Urban",3,8.1285,0.914,12.844,10.169,NA
"1744","Urban",2,6.0911,0.851,41.931,31.215,741.333
"1745","Rural",1,6.1747,0.666,27.13,27.066,741.112
"1746","Urban",3,69.3121,18.579,18.091,16.928,217.017
"1747","Urban",3,6.573,0.754,33.638,33.468,731.142
"1748","Urban",3,64.1651,18.548,30.358,29.059,337.157
"1749","Urban",2,72.4443,18.532,13.95,19.173,287.165
"1750","Urban",3,72.6558,17.077,16.259,15.661,210.936
"1751","Rural",1,25.8702,5.181,14.035,12.699,300.609
"1752","Urban",3,3.451,0.672,39.072,32.014,1236.301
"1753","Rural",1,34.4109,6.84,19.933,19.997,263.34
"1754","Urban",3,72.7487,18.592,14.169,13.415,187.216
"1755","Urban",2,36.4564,1.903,24.629,15.995,375.099
"1756","Urban",3,31.2546,6.72,29.9,29.51,360.743
"1757","Urban",3,126.2431,11.251,13.826,12.135,182.552
"1758","Urban",3,96.6357,6.361,13.719,12.286,229.007
"1759","Urban",3,96.2305,4.592,13.356,14.292,229.586
"1760","Urban",3,105.7756,6.066,10.914,8.112,154.311
"1761","Urban",3,61.8915,10.126,14.637,12.823,188.457
"1762","Urban",3,70.0288,16.947,8.186,7.232,162.432
"1763","Urban",3,36.7368,9.32,19.476,18.967,253.092
"1764","Urban",2,16.8206,0.837,22.052,27.129,798.821
"1765","Urban",3,39.7141,10.161,20.174,23.163,281.726
"1766","Urban",3,44.5801,14.218,23.74,22.293,273.15
"1767","Urban",3,6.1411,0.378,19.904,18.657,699.215
"1768","Urban",3,26.218,5.902,20.308,19.147,274.232
"1769","Rural",2,2.564,0.381,32.341,31.29,1449.815
"1770","Rural",2,5.6383,0.91,28.083,24.977,819.462
"1771","Rural",1,7.2424,1.033,24.363,23.315,581.309
"1772","",0,35.8594,9.259,14.276,13.838,199.584
"1773","Urban",3,101.76,6.399,16.596,15.321,271.574
"1774","Urban",3,84.0146,11.437,12.38,21.196,273.366
"1775","Rural",1,5.6019,0.355,61.026,60.509,1033.512
"1776","Urban",3,4.1219,0.77,22.406,20.093,4142.948
"1777","Rural",1,2.8037,0.596,24.917,22.379,1636.15
"1778","Urban",1,3.7455,0.377,31.729,30.643,1063.127
"1779","",0,2.6923,0.377,35.05,34.078,3118.565
"1780","Rural",2,1.5777,0.424,37.02,35.298,2175.312
"1781","Rural",1,3.6492,0.377,49.968,49.823,1184.665
"1782","Urban",2,31.914,9.37,28.196,21.137,422.133
"1783","Urban",1,68.725,15.257,16.333,15.322,235.779
"1784","Urban",3,53.9015,3.048,11.799,8.326,195.068
"1785","Urban",3,22.7351,6.337,16.005,14.143,401.012
"1786","Urban",1,9.7553,0.71,32.838,30.941,630.211
"1787","",1,0.4506,0.259,53.243,50.41,7508.358
"1788","Urban",3,55.8998,18.283,21.084,20.837,281.397
"1789","Rural",1,3.6809,0.355,36.241,30.951,1357.209
"1790","Rural",1,15.1799,7.169,18.569,16.83,351.19
"1791","Urban",3,33.4674,7.806,NA,17.168,NA
"1792","Rural",1,0.7929,0.665,39.22,28.713,4417.291
"1793","Rural",1,6.2788,0.38,37.88,37.683,1540.239
"1794","Rural",3,19.5953,3.596,29.523,21.108,428.049
"1795","Rural",2,2.416,0.401,40.483,38.92,1558.101
"1796","Urban",3,37.0748,9.401,19.606,21.921,305.282
"1797","Urban",3,51.5141,13.038,20.202,19.436,240.848
"1798","Urban",3,42.4528,8.554,18.698,17.598,240.175
"1799","Urban",1,36.2458,8.859,40.328,29.092,337.456
"1800","Urban",3,8.4025,0.75,35.415,31.904,804.134
"1801","Urban",3,21.3127,5.668,18.876,13.284,NA
"1802","Rural",1,4.1906,0.399,38.517,38.661,1069.062
"1803","Urban",3,33.4371,8.867,11.204,9.895,175.425
"1804","Urban",3,156.4833,12.426,17.699,14.941,220.163
"1805","Urban",3,60.6427,13.659,26.983,18.779,538.729
"1806","Urban",3,52.0082,12.929,14.811,14.994,192.69
"1807","Urban",1,55.843,17.753,NA,15.156,NA
"1808","Rural",1,0.4395,0.384,27.79,26.346,7270.025
"1809","Urban",3,36.6284,9.262,18.491,17.037,259.453
"1810","Urban",3,70.1061,18.58,7.177,6.794,340.801
"1811","Urban",3,66.7111,18.583,16.728,15.824,191.857
"1812","Urban",4,79.0313,18.334,14.417,7.61,350.706
